,categoria,titulo,contenido,tags
20,Nacional,"Doctor Ugarte y nueva cepa de coronavirus: ""Contagia a más gente, pero no es más letal""","En una entrevista con Meganoticias, el jefe UCI de la Clínica Indisa, Sebastián Ugarte, se refirió al aumento de contagios en la Región de Magallanes y a una nueva cepa decoronavirus, asegurando que ""contagia a más gente pero no es más letal"".Además, el médico hizo hincapié en otros temas, como el tratamiento que se encuentra recibiendo el Presidente de Estados Unidos, Donald Trump, y el regreso presencial a clases en nuestro país.Posible nueva cepa de Covid-19En las últimas semanas los contagios se han disparado en la Región de Magallanes, y actualmente Punta Arenas presenta la mayor cantidad de casos activos en territorio nacional, por lo que se ha comenzado a hablar de estas nuevas características del virus.Respecto a esta cepa, Ugarte explicó que ""en una posición del código de aminoácidos que tienen las proteínas que unen este virus con las células, hay un cambio en un aminoácido que es conocido como cepa G"".""Las características de esta hace que sea más flexible y fácil de unir a las células. Suponemos que es más contagiosa. En estudios epidemiológicos de población, se ha visto que contagia más gente, pero en términos de gravedad, no es más letal"", aclaró.Tratamiento de Trump con remdesivirEn relación al remdesivir y al tratamiento que ha estado llevando a cabo Donald Trump, el experto señaló que este medicamento ""logra acortar los días de enfermedad de manera importante, al menos unos cinco días de hospitalización"".""Una de las dificultades que tiene el uso del remdesivir es su costo. Las seis tabletas que tiene que tomar un paciente cuestan alrededor de 2.500 dólares (...) Es un costo importante"", afirmó.En esta línea, Ugarte expuso que Trump ""también está recibiendo anticuerpos monoclonales que están en fase de experimentación todavía"".Además, dijo que ""está siendo tratado con Zinc, vitamina D, famotidina y aspirina, como parte de todo un tratamiento. Solo necesitó oxígeno el día viernes"".""Todo esto hace suponer que si él evoluciona favorablemente en los próximos 2 a 3 días, su recuperación va a ser eficiente"", agregó.Año escolar y regreso a clases presencialesPor la vuelta a clases presenciales, que comenzó esta semana en algunos establecimientos de la Región Metropolitana, Ugarte expresó que ""la situación es compleja y hay muchos padres y apoderados que desearían mandar a sus hijos de vuelta al colegio solo cuando contemos con una vacuna"".También sostuvo que ""sabemos que esa vacuna podría tardar y no poder contar con ella hasta finales del próximo año, en el mejor de los casos"".El médico cerró diciendo que ""considerando gradualidad y voluntariedad, en algunos lugares se podría intentar el reinicio de clases, pero con el máximo de garantías y controlando toda la evolución para volver atrás en caso de que ocurra un brote o contagio dentro de una institución"".Revisa si eres vocal de mesaRevisa tu local de votación","['Donald Trump', 'Coronavirus en Chile']"
21,Nacional,Los recorridos de buses en Santiago donde menos se respeta el distanciamiento físico,"Las comunas de Pudahuel, Cerro Navia y Quilicura son las más afectadas por los recorridos de los buses que transitan por Santiago, ya que es ahí donde menos se respeta el distanciamiento físico.Solo por citar un ejemplo, el recorrido 486, que va de Pudahuel al Metro San Pablo, en un 96% de todo el camino la distancia es de menos de un metro entre pasajeros.Esto se desprende de un estudio de la Universidad Católica de Valparaíso, el que fue liderado por Franco Basso.Los 10 recorridos con más problemas¿Qué dijoFranco Basso?“Es importante tener un mapa de la ciudad y conocer dónde se dan los hacinamientos. En el transporte público la gente está muy cerca, y por eso hicimos cruces para sacar estas conclusiones. El experimento se efectuó el 22 de agosto y nos dimos cuenta que las comunas más perjudicadas están en el lado norponiente y en la periferia de la capital”, dijo el Doctor en Transportes.Añadió que “en un bus estándar, deben ir 25 personas. En el caso de bus articulado, pueden ir hasta 40. Sin embargo, a medida que avance el tiempo se sumarán otras comunas, especialmente las del sector sur (como Puente Alto) que son muy pobladas, ya que el estudio es de agosto, cuando gran parte de la población estaba confinada”.Consultado por qué medidas debería tomar el gobierno, sentenció que “son dos: Aumentar la flota y generar un ingreso escalonado al trabajo”.Al respecto añadió que “acá ha faltado voluntad política. Se recomienda usar mascarilla y que no conversen entre los pasajeros, pero debemos tener más buses. Hay que llegar a 7.000 buses y podrían arrendarse furgones escolares, que no están trabajando, o buses interurbanos, que tampoco lo hacen”.Revisa un resumen del estudioRevisa si eres vocal de mesaRevisa tu local de votación","['Transporte', 'Coronavirus en Chile']"
22,Nacional,"Gobierno: ""Si alguien al interior de Carabineros se alejó de la ley, tendrá que ser sancionado""","El Ministro del Interior, Víctor Pérez, se refirió nuevamente este domingo a la caída de un joven de 16 años desde el Puente Pío Nono al Río Mapocho y aseguró que ""si alguien al interior de Carabineros se alejó de la ley, tendrá que ser sancionado"".El secretario de Estado hizo también hincapié en lo ocurrido en la Región de la Araucanía, donde un hombre falleció tras un ataque incendiario.¿Qué dijo Pérez?""Este fin de semana el país ha sido testigo de dos hechos lamentables: lo sucedido en el puente Pío Nono, que lamentamos profundamente, y el asesinato ayer de un trabajador con armamento de guerra en la comuna de Collipulli en La Araucanía"", sostuvo en el Palacio de La Moneda.En este sentido, expuso que ""las instituciones han reaccionado con prontitud, generando investigaciones y procedimientos institucionales para determinar con claridad quiénes son los responsables de estos hechos"".El llamado del ministro""Quiero hacer un llamado a todos los sectores a no prejuzgar, pero a condenar la violencia con mucha fuerza y mucha dedicación (...) Sin orden público no hay democracia, y sin democracia tampoco hay orden público"", expresó Pérez tras referirse a estos dos incidentes.A su vez, señaló que ""el Gobierno reitera el respaldo a Carabineros de Chile en el cumplimiento de ese deber, y ese cumplimiento debe hacerse siempre con respeto a las leyes y a la constitución"".Protocolos de CarabinerosRespecto a los procedimientos policiales, fue enfático en sostener que ""si alguien, al interior de Carabineros, se alejó de la ley, de los protocolos e instrucciones, sin duda va a tener que ser sancionado"".""Tenemos la convicción, por nuestro lado, de haber actuado siempre de acorde a la ley y a la Constitución y que no hemos cometido ningún tipo de infracción al ordenamiento institucional. Eso lo vamos a demostrar en los canalesinstitucionales"", agregó.Pérez cerró diciendo que ""queremos llegar al 25 de octubre en un país tranquilo, en un país en que la gente capte que su vida cotidiana se hace en paz y respetándole sus derechos"".Revisa si eres vocal de mesaRevisa tu local de votación",['Gobierno']
23,Nacional,Audiencia contra carabinero: Presentan video del procedimiento como prueba donde joven cae a río,"La Fiscalía presentó este domingo, como prueba, un video del procedimiento policial que se llevó a cabo al momento en el que un joven de 16 años cayó desde el puente Pío Nono al Río Mapocho.Video ""clave""Las imágenes fueron expuestas por la fiscal Ximena Chong, y corresponden a un registro grabado mediante una cámara Go Pro de Carabineros.En el registro se puede apreciar a una gran cantidad de funcionarios policiales formados antes del avance que harían hacia algunos manifestantes que se encontraban en las cercanías de Plaza Italia.En este sentido, la fiscal también detalló el contexto y el actuar de la policía uniformada segundos después de la caída del joven.En la parte final de la intervención, Chong indicó que, tras lo ocurrido, el imputado “es subido a uno de los carros tácticos que se encontraban en el lugar”.¿Cómo sucedieron los hechos?El hecho se produjo en medio de manifestaciones que se desarrollaron en Plaza Italia y algunos otros sectores aledaños a ese lugar.En ese contexto, el adolescente, que fue golpeado por un Carabinero para posteriormente caer al río Mapocho, resultó confractura bilateral de muñeca, además de untraumatismo encéfalo craneano cerradoen evolución, segúnreportó la Clínica Santa María, donde está internado.Ante esta situación, el Gobiernoordenó el sábado a Carabinerosseparar a funcionario involucrado, el que en horas de esa misma tardefue detenido.Por su parte,el GeneralEnrique Monrás Álvarez, anombre de la institución uniformada,expuso que ""lo que digo de esta lamentable acción, es que ahí hubo una detención. Al intentar detenerlo, la persona cae, si fue empujado o cayó solo, eso lo verá el Ministerio Público... Para mí elfuncionario intentó detenerlo y la persona pierde el equilibrio y cae"".Revisa si eres vocal de mesaRevisa tu local de votación","['Poder Judicial', 'Carabineros']"
24,Nacional,Coronavirus: Minsal reporta 1.708 nuevos casos y total de decesos se acerca a los 13 mil,"El Ministerio de Salud entregó este domingo un nuevo balance respecto al estado de avance delcoronavirusen nuestro país, confirmando un total de 12.979fallecidos y470.179 contagiadoshasta las 21:00 horas del sábado.Balance por coronavirusRespecto a los fallecidos, se registraron 60nuevos decesosa nivel nacional, según información entregada por el Departamento de Estadísticas e Información de Salud (DEIS).Además, se reportó un total de 1.708nuevos contagios, de los cuales 1.016 corresponden a personas con síntomas y 630asintomáticos, mientras que62no han sido notificados.Por otra parte, se notificó que existen 15.130 casos activos de Covid-19 y 442.070 pacientes recuperados.Red hospitalaria y exámenes PCREn cuanto a la red hospitalaria, se encuentran 856 personas internadas, estando 638 en ventilación mecánica y 121 de ellas en estado crítico.En las últimas 24 horas se realizaron 36.333 test PCR, llegando a un total de 3.466.553 desde el inicio de la pandemia.Por último, se comunicó que hay 459 ventiladores disponibles y 152 residencias habilitadas a lo largo del territorio nacional.Balance diario #COVID_19🔹 1.708 casos nuevos 🔹 1.016 casos con síntomas🔹 630 casos asintomáticos🔹 62 no notificados🔹 470.179 casos totales🔹 15.130 activos🔹 442.070 recuperados🔹 60 fallecidos inscritos (12.979 en total) pic.twitter.com/vj0YiTUlwI— Ministerio de Salud (@ministeriosalud) October 4, 2020Revisa si eres vocal de mesaRevisa tu local de votación","['Coronavirus en Chile', 'Plan Paso a Paso']"
25,Nacional,"Briones y segundo retiro del 10%: ""Si avanza, por definición no hay reforma de pensiones""","El Ministro de Hacienda, Ignacio Briones, se refirió este domingo a la idea de unsegundo retirode fondos de las AFP, asegurando que ""si avanza, no hay reforma de pensiones"".Segundo retiro del 10%El jefe de cartera abordó este tema e indicó que ""aquí se le suele echar la culpa al Gobierno que no tiene la manija política para persuadir, pero en realidad esta decisión última es de los parlamentarios, que tienen que sopesar con responsabilidad"".""Se construyen muchas caricaturas. Se dice que esto ocurre porque el Gobierno o el Estado no ha hecho esfuerzos fiscales"", expuso en una entrevista con El Mercurio.En palabras concretas, el titular de Hacienda afirmó que si la propuesta ""logra avanzar, por definición no hay reforma de pensiones, ambas partes lo tenemos claro. Eso es parte de lo que está en juego"".""No perdamos el orden de las proporciones""En cuanto a las razones, Briones explicó que ""si a mi me van a decir que acá lo que se sugiere es que el Estado tiene que poner transferencias por US$20 mil millones, que es lo que significa un retiro del 10%, les digo que me muestren un Estado que haya hecho eso en puras transferencias, porque es imposible"".""El presupuesto de educación completo es de US$15 mil millones. No perdamos el orden de las proporciones"", sostuvo.El ministro también enfatizó en que el Gobierno no estará dispuesto a sentarse a conversar sobre la reforma en caso que avance la propuesta del retiro de fondos.""Usted comprenderá que cuando se avanza en disminuir los ahorros que estaban para las pensiones en un eventual segundo retiro, que ya empieza a disminuirlos harto, donde cada peso que usted saca del retiro es un peso del reparto que por definición, es una cuenta que se le pasó al fisco"", cerró.Revisa si eres vocal de mesaRevisa tu local de votación","['Fondos AFP', 'Retiro Fondos AFP']"
26,Nacional,A fines de diciembre llegarán los nuevos trenes para el sur de Chile,"A fines de diciembre llegarán a Chile los nuevos trenes que la Empresa de los Ferrocarriles del Estado (EFE) compró para renovar la flota de los servicios del sur del país.Así son los 15 nuevos trenes eléctricos que llegarán para @fesurchile en el marco del plan #ChileSobreRieles presentado por el Pdte. @sebastianpinera el año 2019😍Tienen un 90% de avance y circularán en #Biobío y #LaAraucanía9 🚆 #Biotrén3 🚆 #CortoLaja3 🚆 #VictoriaTemuco pic.twitter.com/C3Jn5ZwQ0G— Ministerio de Transportes y Telecomunicaciones (@MTTChile) October 3, 2020Renovando la flota del surLos automotores que están siendo fabricados por el consorcio CCRC-Singfang en Qingdao, China, y serán parte de los servicios Biotrén (Gran Concepción), Corto Laja y Victoria-Temuco, que operan en las regiones de Biobío y La Araucanía.Los nuevos trenes están compuestos por tres vagones con una capacidad de 153 personas sentadas y 426 de pie. Entre las características de estas máquinas están: pantallas de información, climatización, cámaras de seguridad, accesibilidad universal, wifi y baños (servicio Corto Laja).Los 15 nuevos convoyes significaron una inversión de US$ 87 millones y se enmarcan dentro del plan ""Chile Sobre Rieles"".Primeros trenes para La AraucaníaDe estos nuevos trenes, los primeros en llegar al país serán los tres que operarán en el servicio Victoria-Temuco. Se espera que estos sean embarcados a fines de este mes para que luego de un viaje de 60 días arriben a territorio nacional.Tras su llegada se iniciará el periodo de pruebas y marcha blanca, por lo que podrían estar entrando en operación a finales del primer trimestre del año 2021.Revisa si eres vocal de mesaRevisa tu local de votación",['Transporte']
27,Nacional,Queman bus del Transantiago y detienen a 5 personas por ataque a comisaría en Bajos de Mena,"Carabineros detuvo a cinco personas por ataques a las 66° Comisaría de Bajos de Mena, en la comuna de Puente Alto. Además, un bus del Transantiago resultó totalmente quemado en el mismo sector de la comuna.Noche de disturbiosSegún lo informado por la mayor Angélica Navarro, fueron alrededor de 300 a 400 personas que se reunieron en la esquina de Sargento Menadier con San Guillermo. Allí un grupo de personas interceptó un bus del Transantiago al que procedieron a quemar presuntamente con un líquido acelerante.El bus resultó totalmente destruido, pero ningún pasajero resultó lesionado producto de este hecho.El motivo de la manifestación fue la caída del menor de 16 años al río Mapocho ocurrida la tarde del viernes.""Ellos se manifiestan molestos contra el accionar policial, y todo principalmente motivadopor el menor de edad que cayó en el puente Pío Nono en los hechos ocurridos ayer en el sector céntrico de la ciudad"", dijo la mayor Navarro.Tras la quema del bus, los manifestantes se trasladaron hacia la comisaría y atacaron el cuartel policial con objetos contundentes e incendiarios, hecho que dejó a cinco personas detenidas.Además, la policía informó que ningún efectivo de Carabineros resultó herido.Revisa la quema del busRevisa si eres vocal de mesaRevisa tu local de votación",['Policial']
28,Nacional,Confuso homicidio en Quilicura: Fallecido usaba indumentaria de la PDI,"Un confuso homicidio se produjo la noche del sábado en la comuna de Quilicura. El fallecido, que intentaba ingresar a un domicilio, portaba indumentaria de la Policía de Investigaciones (PDI).Fallecido vestido de PDIEl hecho ocurrió alrededor de las 23 horas en el pasaje Gabriela Mistral, cuando tres personas trataban de ingresar a robar a una casa del sector.""En el lugar aparecieron tres personas, todos vestidos como policías de Investigaciones con sus casaquillas y sus respectivas placas de servicio, quienes querían ingresar a un domicilio de este pasaje y al percatarse de que llegó el propietario del domicilio, estos se dieron a la fuga y hay uno de ellos que falleció en el lugar"", informó la capitán Angélica Igor, oficial de ronda de la Prefectura Santiago Norte.Al momento de la fuga los vecinos retuvieron a uno de los hombres, quien resultó fallecido en medio de la riña que se produjo. Carabineros está investigando si el sujeto murió por los golpes que recibió o por alguno de los disparos que reportaron testigos.La investigación preliminar indicó que las casaquillas de la PDI eran reales, pero de antigua data, mientras que las placas eran réplicas.Familiares intentaron llevarse el cuerpoPosteriormente, familiares del fallecido llegaron hasta el lugar e intentaron llevarse el cuerpo, por lo que personal especializado de Carabineros debió intervenir. Hasta el momento se desconoce si el hombre tenía antecedentes penales.El fiscal de turno ordenó que sea personal de Labocar y OS9 de Carabineros quienes trabajen en la investigación de este homicidio.Revisa si eres vocal de mesaRevisa tu local de votación",['Policial']
29,Nacional,"Personajes emblemáticos de las teleseries sorprendieron en la franja del ""Apruebo""","El sábado por la noche se llevó a cabo una nueva emisión de la franja televisiva del Plebiscito Constitucional del próximo 25 de octubre.En esta ocasión la franja del ""Apruebo"" se llenó de nostalgia y sorpresa para los televidentes, ya que personajes icónicos de las teleseries nacionales llamaron a apoyar esa opción.""Los Sa-Sá""El clip de alrededor de un minuto comienza con la participación de la familia ""Sa-Sá"". Allí la ""Martuca"" (Solange Lackington), el ""Goyo"" (Alejandro Trejo) y el ""Byron"" (Héctor Morales) se preparan para ir a votar en el plebiscito.""Yo rechazo"", dice el Byron dejando atónitos a sus padres. ""Rechazo un país injusto, poco digno, desigual... Por eso apruebo"", explica posteriormente. Tras esto, su madre festeja con su célebre ""Toma cachito de goma"".""El chingao""La posta la toma ""El chingao"" (Mauricio Pesutic), en su particular estilo llama a la ciudadanía a su participación. ""Péguense los gomazos y se despejan la mollera. Participen poh, pa que no queden los mismo longis de siempre"", dice el personaje de ""Amores de Mercado"".Las hermanas de ""Romané""Para finalizar, fueron las hermanas ""María Magdalena"" (Amparo Noguera), ""María Salomé"" (Francisca Imboden) y ""María Jacobé"" (Antonia Zegers), quienes llamaron a apoyar las opciones del ""Apruebo"" y la ""Convención Constitucional"".""Ya, pásame la mano chileno pa leerte la suerte"", dice María Jacobé. ""Oye, yo veo puro amor y esperanza ahí"", dice María Salomé tocándose el corazón. ""Y ahí dice clarito hermana: Apruebo"", les contesta su hermana María Magdalena.""¿Y cómo era la otra cuestión que había que marcar?"", pregunta María Jacobé. ""Convención Constitucional"", ""Esa cuestión tenis que marcar, no otra. Tenis que poner Convención Constitucional"", le responden sus hermanas.Hay que recordar que el Plebiscito por la Nueva Constitución se llevará a cabo el próximo domingo 25 de octubre y la campaña electoral se extenderá hasta el día 22 de este mismo mes.Revisa si eres vocal de mesaRevisa tu local de votación","['Plebiscito 2020', 'Franja televisiva plebiscito']"
30,Nacional,La Araucanía: Trabajador muere baleado tras ataque incendiario en Collipulli,"Un trabajador murió la tarde de este sábado tras haber sido baleado durante un ataque incendiario en la comuna de Collipulli, en la región de La Araucanía.De acuerdo con los primeros antecedentes, el hombre, identificado como Pedro Cabrera Benavidez, de 49 años, recibió un impacto de bala en la cabeza.La víctima, en primera instancia, fue trasladada de urgencia hasta el Hospital de Collipulli, pero más tarde fue derivada al Hospital de Angol para su atención. Sin embargo, debido a la gravedad de sus lesiones terminó por fallecer en dicho recinto asistencial.Ataque de encapuchadosEste ataque habría sido realizado por un grupo de ochoencapuchados armados, quienes interceptaron un furgón que trasladaba a trabajadores, para posteriormente incendiar el vehículo.La víctima fatal recibió los impactos de bala mientras viajaba en una camioneta detrás del automóvil quemado.Por encargo del Ministerio Público, personal de la Policía de Investigaciones (PDI) quedó a cargo de los peritajes correspondientes del caso.¿Qué dijo el Gobierno?Sobre esta situación se refirió el intendente de La Araucanía, Víctor Manoli, quien declaró que “hoy, nuevamente La Araucanía se viste de luto, tenemos que lamentar el fallecimiento de una persona trabajadora, que en el regreso a su casa, dentro de la propiedad donde estaba trabajando, sufrió un ataque terrorista con un arma de grueso calibre”.“También se produjo un incendio, se quemó un bus que iba con trabajadores, a los cuales hicieron bajar”, añadió la autoridad regional.“Esto no podemos seguir permitiéndolo, tenemos que condenarlo enérgicamente. Haremos todos los seguimientos posibles para llevar a juicio y condenar a estos terroristas. Esa familia que hoy perdió un padre, deja dos niños de 14 y 5 años. Por lo tanto, toda la ciudadanía debe condenar estos actos”, concluyó Manoli.",['Región de La Araucanía']
31,Nacional,"Fiscal Chong: Carabinero ""habría impulsado"" caída de joven de 16 años desde ""altura de 7 metros""","La fiscal de alta complejidad, Ximena Chong, entregó nuevos antecedentes con respecto a la caída de un joven de 16 años desde el Puente Pío Nono, tras participar en una manifestación el pasado viernes 2 de octubre.La autoridad, mediante un video, también contó por qué medios se logró determinar la participación directa en el hecho de un funcionario de Carabineros.Caída de una altura de 7 metros“Como Fiscalía Centro Norte estuvimos trabajando desde el día de ayer, cuando ocurrió el incidente, el que está situado a las 19:30 horas. Producto de las diligencias hechas por el Fiscal Patricio Macaya y también la PDI, a través de su brigada de Derechos Humanos, se logró establecer las circunstancias en las que habría ocurrido el hecho”, dijo para comenzar.Añadió que “dirían relación con la intervención de un funcionario de Carabineros. En el contexto de una 'arremetida', realizada por personal de la unidad de control de orden público, habría impulsado al joven de 16 años, lo que habría provocado su caída de una altura de 7 metros desde el puente Pío Nono”.Detención del carabineroNo se quedó ahí y agregó que “esto se logró determinar con videos de medios de comunicación social, redes sociales y otros elementos audiovisuales, como cámaras de seguridad del sector y las cámaras corporales de los propios funcionarios”.Para finalizar, expuso que “todo lo anterior determinó que el día de hoy se diera orden de detención contra el uniformado, la que fue ejecutada en horas de esta tarde”.Revisa si eres vocal de mesaRevisa tu local de votación",['Carabineros']
32,Nacional,Extremos del país poseen cifras más altas: Las 20 comunas con más casos activos de coronavirus,"El Ministerio de Salud publicó este sábado un nuevo informe epidemiológico sobre el estado de la pandemia de coronavirus en el país.En este documento, entre otras informaciones, la autoridad sanitaria detalló las comunas que presentan más casos activos del virus a nivel nacional.Revisa el 56º Informe Epidemiológico y el 16º Informe de Defunciones por #Covid_19 Los informes en el link: https://t.co/3VvQmqEv4V pic.twitter.com/erRuXNerTg— Ministerio de Salud (@ministeriosalud) October 3, 2020Comunas con más casos activosLa estadística, actualizada al jueves 1 de octubre, es liderada nuevamente por Punta Arenas, donde se contabilizan 1.308 contagios activos de COVID-19.En la segunda ubicación de esta lista aparece la comuna de Arica, en el otro extremo del país, que posee432 casos activos de la enfermedad.En la Región Metropolitana, en tanto, se concentran varias zonas con altas cifras de contagios activos, siendo Puente Alto la que acumula más casos con 407. Más atrás aparecen Maipú (335), Renca (203) y Santiago (199).Estas son las 20 comunas con más casos activos de COVID-19 en Chile:Punta Arenas: 1.308Arica: 432Puente Alto: 407Coronel: 391Puerto Montt: 385Talca: 350Maipú: 335Antofagasta: 332Concepción: 331Rancagua: 325Viña del Mar: 304Osorno: 300Valparaíso: 299Temuco: 257Chillán: 243Natales: 235Valdivia: 233Talcahuano: 205Renca: 203Santiago: 199Situación a nivel regionalEn cuanto a las regiones con más infecciones activas, la capital lidera esta estadística con 4.360 casos, siendo seguida por las regiones del Biobío (2.360), Magallanes (1.623), Valparaíso (1.557), Los Lagos (1.259), Maule (1.205) y O’Higgins (1.026).En la vereda opuesta, entre las regiones con menor número de casos activos aparecen Aysén (202), Atacama (364), Tarapacá (384), Arica y Parinacota (444) y Los Ríos (473).A nivel nacional se registran 17.720 contagios activos de coronavirus, acumulando 528.219 casos desde el inicio de la pandemia en Chile.Revisa si eres vocal de mesaRevisa tu local de votación","['Coronavirus en Chile', 'Informe epidemiológico Minsal Chile']"
33,Nacional,Senadores de oposición no aprobarían presupuesto de Carabineros hasta aclarar caída de joven,"Senadores de oposición emitieron una declaración pública solicitando una “reforma estructural” a Carabineros, luego del incidente provocado por un uniformado que ocasionó la caída de un joven de 16 años al río Mapocho.Al respecto, los parlamentarios señalaron que “todas y todos los chilenos hemos visto durante las últimas horas con consternación el irresponsable y criminal actuar de Carabineros de Chile en el Puente Pío Nono”.""Reforma estructural""“De acuerdo a las imágenes de respaldo a las que hemos tenido acceso, es que un conciudadano es arrojado por un funcionario de Carabineros de Chile desde el puente Pío Nono hacia el caudal del Río Mapocho”, agregaron los legisladores.Considerando dicha situación, los senadores argumentaron que “es fundamental que el Ministro del Interior y Seguridad Pública y la mismísima institución de Carabineros de Chile establezcan y comprometan sanciones claras, responsables y consistentes ante tan criminal e irresponsable actuar, así también como comprometer una reforma estructural a la institución”.“No podemos aceptar ni una víctima más producto del actuar de una institución que clama una profunda reestructuración”, se añade en la declaración.Presupuesto para CarabinerosLos parlamentarios, finalmente, establecieron una relación entre las medidas que solicitan y la aprobación del presupuesto del año 2021 para Carabineros.“La ciudadanía y el país no entenderían como Senadoras y Senadores de oposición aprobemos el Presupuesto 2021 de Carabineros de Chile, sin que conozcamos una salida concreta, certera y que resuelva las graves vulneraciones de Derechos Humanos de las que hemos sido testigos desde octubre a la fecha. Y que se tomen medidas concretas en un problema estructural y no de un solo carabinero”, concluye el comunicado.La declaración fue firmada por 23 senadores de partidos de oposición, liderados por la presidenta de la Cámara Alta, Adriana Muñoz (PPD).Revisa la declaración de los senadoresRevisa si eres vocal de mesaRevisa tu local de votación",['Carabineros']
34,Nacional,"""Fuera de riesgo vital"": Clínica informa sobre estado de salud de joven que cayó al río Mapocho","Este sábado, la clínica Santa María informó acerca del estado de salud del joven de 16 años que cayó al río Mapocho, en una acción provocada por un funcionario de Carabineros en el puente Pío Nono.Al respecto, el centro médico detalló que “el menor A.J.A.A., de 16 años, ingresó en la tarde del viernes 2 de octubre al Servicio de Urgencia con fractura bilateral de muñeca, además de un traumatismo encéfalo craneano cerrado en evolución”.""Fuera de riesgo vital""“El menor fue intervenido quirúrgicamente a raíz de las fracturas en sus muñecas por un equipo especializado de traumatólogos de la institución, cuyo resultado fue favorable”, añadió la clínica en un comunicado.“En este momento se encuentra en observación en la Unidad de Cuidados Intermedios y su condición es estable y fuera de riesgo vital”, concluyó el informe médico.Detención de carabineroDurante esta jornada, además, se produjo la detención del funcionario policial involucrado en el incidente sufrido por el adolescente.La Fiscalía Centro Norte comunicó que se aprehendió al uniformado “por provocar caída de adolescente desde Puente Pío Nono a Río Mapocho”.Solicitud de detención se presentó tras múltiples diligencias, que permitieron a  la @FRCentroNorte establecer que hay antecedentes de su responsabilidad en los hechos. El imputado será formalizado mañana por la fiscal de Alta Complejidad Ximena Chong— Fiscalía CentroNorte (@FRCentroNorte) October 3, 2020“Diligencias desarrolladas desde ayer por fiscal Patricio Macaya, equipo de Flagrancia de Fiscalía y PDI, establecen presunto delito de homicidio frustrado”, explicó el Ministerio Público en sus redes sociales.El carabinero involucrado será formalizado este domingo por la fiscal de alta complejidad, Ximena Chong.Revisa si eres vocal de mesaRevisa tu local de votación",['Carabineros']
35,Nacional,U. de Chile iniciará ensayos de vacunas contra coronavirus: Incluirían a personas con diabetes,"La Universidad de Chile iniciará en los próximos días los ensayos clínicos de Fase 3 de vacunas contra el coronavirus en nuestro país, proceso en el cual -probablemente- se incluirían a personas con enfermedades crónicas, como diabetes.En una entrevista con Meganoticias, el vicerrector de Investigación y Desarrollo de esa institución,Flavio Salazar, entregó detalles sobre las pruebas a las que se someterán los seleccionados y los respectivos protocolos.Los ensayos clínicosEl experto indicó que ""el Instituto de Salud Pública (ISP), ha aprobado dos de las cuatro primeras dosis de vacunas de prueba que están circulando en Chile, una es la de Janssen y otra es la de Sinovac que es liderada por la Universidad Católica"".""Los estudios especifican qué condiciones tienen que cumplir los individuos que van a ser testeados. En ambos casos, lo que se está privilegiando es al personal de la salud, que son los que están más expuestos"", afirmó.En cuanto a los post-ensayos, Salazar explicó que ""los protocolos especifican claramente si es una o dos dosis, dependiendo de la vacuna, y cada cuanto tiempo tienen que venir a controles. Generalmente se van a hacer controles de PCR cada cierto tiempo y controles de sangre para determinar respuestas inmunes"".""Estos procesos en general duran algunas semanas porque la respuesta inmunológica no es instantánea. A uno lo inmunizan y se genera un mecanismo de reacción que puede tomar entre 15 días y un mes para iniciar las detecciones"", expuso.¿Quiénes pueden vacunarse?En relación a las personas que podrán vacunarse, Salazar enfatizó en esta oportunidad que ""probablemente los criterios de exclusión involucran a algunos casos como mujeres embarazadas y menores de edad"".""En general, he escuchado que, incluso, van a incluir algunos individuos con enfermedades latentes, como diabetes"", dijo.El experto agregó que ""el grupo principal son personas sanas y mayores de edad en esta primera etapa"".""La muestra tiene que ser representativa""El académico señaló que ""el volumen de individuos a los cuales se va a vacunar es tan grande, que la muestra tiene que ser representativa, por lo tanto a nivel mundial uno espera que por lo menos unos 60 mil individuos sean inmunizados con cada una de estas vacunas para poder realmente demostrar si tienen un efecto"".Respecto a las dosis, cerró diciendo que ""cuando se diseñan vacunas uno toma en cuenta que existen mutaciones y que hay proteínas que cambian, por lo tanto, lo que se hace es enfocar la vacuna hacia los elementos del virus que no cambian, que son esenciales para su funcionamiento"".Revisa si eres vocal de mesaRevisa tu local de votación","['Coronavirus en Chile', 'Vacuna coronavirus']"
